Communication Rounds,Global Accuracies,Global Losses
1,55.18672199170125,1.4208984076976776
2,74.48132780082987,0.9147119969129562
3,82.36514522821577,0.6369872093200684
4,85.89211618257261,0.48141463845968246
5,89.2116182572614,0.3894801437854767
6,91.90871369294605,0.3242512531578541
7,92.73858921161826,0.28859683498740196
8,93.56846473029046,0.2485875003039837
9,94.39834024896265,0.20118443481624126
10,96.05809128630706,0.17366323247551918
11,96.88796680497926,0.1540182614699006
12,97.71784232365145,0.12961053848266602
13,97.5103734439834,0.11681434325873852
14,97.71784232365145,0.11443437496200204
15,98.13278008298755,0.09518335573375225
16,98.34024896265561,0.08612583763897419
17,98.13278008298755,0.08707599062472582
18,98.34024896265561,0.0748780039139092
19,98.34024896265561,0.07172435941174626
20,97.9253112033195,0.07626027893275023
21,98.54771784232365,0.06259505124762654
22,98.7551867219917,0.05811424762941897
23,98.7551867219917,0.055859029525890946
24,98.7551867219917,0.0540119269862771
25,98.54771784232365,0.0535488564055413
26,98.96265560165975,0.04978055111132562
27,98.96265560165975,0.04472300421912223
28,98.7551867219917,0.048119955928996205
29,98.7551867219917,0.04806573467794806
30,99.1701244813278,0.039281772216781974
31,98.96265560165975,0.043242794927209616
32,98.96265560165975,0.04410827346146107
33,98.7551867219917,0.04420269018737599
34,98.54771784232365,0.04172923479927704
35,98.96265560165975,0.0366222903248854
36,98.7551867219917,0.037757506826892495
37,99.1701244813278,0.03322851867415011
38,99.1701244813278,0.0334623486851342
39,99.1701244813278,0.033591997635085136
40,99.37759336099585,0.03069184022024274
41,99.5850622406639,0.030036062526050955
42,98.96265560165975,0.03454351791879162
43,99.1701244813278,0.03256179264280945
44,99.1701244813278,0.03044956101803109
45,99.1701244813278,0.033343710587359965
46,99.1701244813278,0.03069841885007918
47,99.5850622406639,0.030574664735468104
48,99.37759336099585,0.030626059480709955
49,99.37759336099585,0.030130739614833146
50,99.37759336099585,0.02950485606561415
51,99.37759336099585,0.028808096278226003
52,99.5850622406639,0.029357950581470504
53,99.5850622406639,0.028721105874865316
54,99.5850622406639,0.02942222688579932
55,99.5850622406639,0.029240782649139874
56,99.37759336099585,0.027690310613252223
57,99.5850622406639,0.029370992720942013
58,99.37759336099585,0.030384745317860506
59,99.5850622406639,0.027892015757970512
60,99.37759336099585,0.028420910937711596
61,99.37759336099585,0.03108345961663872
62,99.5850622406639,0.027731198191759177
63,99.5850622406639,0.027232765874941833
64,99.5850622406639,0.029065736700431444
65,99.5850622406639,0.029268095328006893
66,99.5850622406639,0.028754654791555367
67,99.5850622406639,0.027554711952689104
68,99.5850622406639,0.0289282935555093
69,99.37759336099585,0.029985526984091848
70,99.5850622406639,0.028243895045307
71,99.37759336099585,0.030227870622184128
72,99.37759336099585,0.030198137392289937
73,99.37759336099585,0.03331021944177337
74,99.5850622406639,0.027785988197138067
75,99.5850622406639,0.0280962830001954
76,99.5850622406639,0.028962496129679494
77,99.37759336099585,0.030232435463403817
78,99.5850622406639,0.027921508182771504
79,99.5850622406639,0.027945303605520166
80,99.5850622406639,0.02851802635268541
81,99.5850622406639,0.02983476913505001
82,99.5850622406639,0.028898896154714748
83,99.5850622406639,0.027456068339233752
84,99.37759336099585,0.028686487916274928
85,99.5850622406639,0.028461750960559584
86,99.5850622406639,0.028920930315507576
87,99.5850622406639,0.027090535644674674
88,99.5850622406639,0.029518349936552113
89,99.37759336099585,0.030154284911986906
90,99.5850622406639,0.02747064717550529
91,99.5850622406639,0.029511338190786773
92,99.5850622406639,0.028458516753744334
93,99.37759336099585,0.02915915343328379
94,99.37759336099585,0.02930103895778302
95,99.5850622406639,0.0288663214778353
96,99.5850622406639,0.028154767511296086
97,99.5850622406639,0.026724747182015562
98,99.5850622406639,0.028529507384519093
99,99.5850622406639,0.027542467003513593
100,99.37759336099585,0.030749982277484378
