Communication Rounds,Global Accuracies,Global Losses
1,81.74273858921161,0.5828202366828918
2,92.73858921161826,0.3289221152663231
3,97.0954356846473,0.19159209541976452
4,97.71784232365145,0.12029151059687138
5,98.54771784232365,0.08537470176815987
6,98.96265560165975,0.06590699683874846
7,99.1701244813278,0.053941771388053894
8,99.1701244813278,0.045985127333551645
9,99.37759336099585,0.04108020290732384
10,99.37759336099585,0.03725840011611581
11,99.37759336099585,0.03473931853659451
12,99.37759336099585,0.03292440064251423
13,99.37759336099585,0.031668442068621516
14,99.37759336099585,0.03016617428511381
15,99.37759336099585,0.029568405356258154
16,99.37759336099585,0.028842777479439974
17,99.37759336099585,0.02827899856492877
18,99.37759336099585,0.02801456698216498
19,99.37759336099585,0.02742186584509909
20,99.37759336099585,0.02692391723394394
21,99.37759336099585,0.027372190728783607
22,99.37759336099585,0.02613459504209459
23,99.37759336099585,0.026547446963377297
24,99.37759336099585,0.026369836879894137
25,99.37759336099585,0.026199933956377208
26,99.37759336099585,0.026517227408476174
27,99.37759336099585,0.026169339544139802
28,99.37759336099585,0.025678395642898977
29,99.37759336099585,0.026150002260692418
30,99.37759336099585,0.026296681840904057
31,99.37759336099585,0.025424033286981285
32,99.37759336099585,0.02642781345639378
33,99.37759336099585,0.025700992322526872
34,99.37759336099585,0.02549816225655377
35,99.37759336099585,0.025430887355469167
36,99.37759336099585,0.02542101964354515
37,99.37759336099585,0.024804421816952527
38,99.37759336099585,0.025439711287617683
39,99.37759336099585,0.025321542634628713
40,99.37759336099585,0.02480348153039813
41,99.37759336099585,0.024750590790063143
42,99.37759336099585,0.025156581890769303
43,99.37759336099585,0.02476961468346417
44,99.37759336099585,0.02499754901509732
45,99.37759336099585,0.02492666384205222
46,99.37759336099585,0.024730572942644358
47,99.37759336099585,0.0244559645652771
48,99.37759336099585,0.024519818951375782
49,99.37759336099585,0.02478950482327491
50,99.37759336099585,0.024985285592265427
51,99.37759336099585,0.02441706566605717
52,99.37759336099585,0.02465870918240398
53,99.37759336099585,0.024533686344511807
54,99.37759336099585,0.024735493876505643
55,99.37759336099585,0.024035652866587043
56,99.37759336099585,0.024289258057251573
57,99.37759336099585,0.024300001794472337
58,99.37759336099585,0.02420098928268999
59,99.37759336099585,0.024530823342502117
60,99.37759336099585,0.02448010735679418
61,99.37759336099585,0.02447083219885826
62,99.37759336099585,0.024264086736366153
63,99.37759336099585,0.024418591056019068
64,99.37759336099585,0.024607452331110835
65,99.37759336099585,0.024182429478969425
66,99.37759336099585,0.02458606573054567
67,99.37759336099585,0.02456828288268298
68,99.37759336099585,0.02421466470696032
69,99.37759336099585,0.024376194283831865
70,99.37759336099585,0.024279870849568397
71,99.37759336099585,0.024346749007236212
72,99.37759336099585,0.024681849987246096
73,99.37759336099585,0.02430190844461322
74,99.37759336099585,0.024419091525487602
75,99.37759336099585,0.024509527254849672
76,99.37759336099585,0.02445567783433944
77,99.37759336099585,0.024078851740341634
78,99.37759336099585,0.024298470583744347
79,99.37759336099585,0.024561128579080105
80,99.37759336099585,0.02402389037888497
81,99.37759336099585,0.02377161680487916
82,99.37759336099585,0.023728123924229294
83,99.37759336099585,0.024247008725069463
84,99.37759336099585,0.023979047138709575
85,99.37759336099585,0.02406583947595209
86,99.37759336099585,0.024006438383366913
87,99.37759336099585,0.024163209134712815
88,99.37759336099585,0.02351618534885347
89,99.37759336099585,0.024049627361819148
90,99.37759336099585,0.023961073311511427
91,99.37759336099585,0.02483726682839915
92,99.37759336099585,0.02425587485777214
93,99.37759336099585,0.024870788329280913
94,99.37759336099585,0.024479640764184296
95,99.37759336099585,0.02466459560673684
96,99.37759336099585,0.024107946665026248
97,99.37759336099585,0.024163690337445587
98,99.37759336099585,0.024605828686617315
99,99.37759336099585,0.0243867258541286
100,99.37759336099585,0.024111982434988022
